idDatosGrasas,Aceite Base,Espesante,Grado NLGI Consistencia,Viscosidad del Aceite Base a 40°C. cSt,"Penetración de Cono a 25°C, 0.1mm","Punto de Gota, °C","Estabilidad Mecánica, %","Punto de Soldadura Cuatro Bolas, kgf","Desgaste Cuatro Bolas, mm","Carga Timken Ok, lb","Resistencia al Lavado por Agua a 80°C, %",Factor de Velocidad,"Temperatura de Servicio °C, min","Temperatura de Servicio °C, max",descripcion,color,textura
42,1,0,2.0,1565.6347823521455,271.6735718146462,306.7856807723028,1.0174600693765243,625.4546575807055,0.45,56.07050865394755,0.30271534611990286,208429.00166162237,-4.922824860733629,198.17616487975587,"El producto es una grasa lubricante de servicio pesado, espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante. Su configuraciÃ³n de aditivos le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas de temperatura.
Posee excelentes propiedades sellantes y de resistencia a medios agresivos como emulsiones de aceite, mantiene una protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga y anti-desgaste excep-cionales. ",2,1
1,0,0,0.0,596.1977175558585,276.3581824985579,311.1199875018104,1.0892382607017614,488.5229022631119,-99.0,61.75859533332804,0.5680885806698133,200721.9273964369,4.856463126142851,219.08844507234886,"El producto es grasa lubricante de servicio pesado, espesada con jabÃ³n complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua.
El producto posee excelentes propiedades sellantes, de resistencia a la humedad, mantiene alta protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste excepcionales. ",0,0
5,1,1,0.0,727.8153794104588,282.05320079051455,258.3050089735051,6.25664294747796,607.7793692322258,0.48,52.41208372896744,1.4689327839700312,-99.0,-5.086101536625124,156.12009634050372,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
26,4,-99,3.0,227.56175284407476,266.70931002662815,272.2793988144982,6.339012944737888,277.7135176879715,-99.0,40.0,2.5656299572418995,360601.558277954,-5.382653999746612,164.0014103583812,"El producto es una grasa lubricante para aplicaciones en la industria alimenticia,  en donde se requiere una alta resistencia a condiciones de humedad, vapores Ã¡cidos y desinfectantes utilizados en la industria alimenticia.
Los componentes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn el CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations) .",7,0
27,4,0,2.0,89.91980195724699,321.6637311267974,307.3061264203534,1.4059355377841531,524.5565927990959,0.35,41.8662647024773,0.020948665444840003,897416.5355072129,-5.383871942358011,187.88117403430547,"El producto es una grasa lubricante formulada con una base altamente resistente a la humedad y medios quÃ­micos comÃºn-mente utilizados en la industria alimenticia.
Se recomienda para aplicaciones especiales y generales en la industria alimenticia, resistente a altas temperaturas, condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.",4,0
41,1,0,0.0,1354.8237893110268,300.8889091054694,302.90458988532725,0.9216918318286581,647.9316979720729,0.45,59.55083901604056,0.28816036588519495,198852.5570543029,-5.000763027674061,189.7884326663598,"El producto es una grasa lubricante de servicio pesado, espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante. Su configuraciÃ³n de aditivos le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas de temperatura.
Posee excelentes propiedades sellantes y de resistencia a medios agresivos como emulsiones de aceite, mantiene una protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga y anti-desgaste excep-cionales. ",2,1
29,1,0,2.0,3029.048818879902,367.7835879976304,141.02940836889917,1.6326100760432884,594.3592095275337,0.45,58.805546486404836,-99.0,-99.0,-5.356886857297322,152.9401508821326,"El producto es un lubricante especial para sistemas de engranajes abiertos sujetos a grandes presiones en aplicaciones de minerÃ­a.
EstÃ¡ formulado con una mezcla de bÃ¡sicos de alta viscosidad, aditivos de adherencia asÃ­ como de extrema presiÃ³n, antidesgaste, y anti-corrosivos que proveen una pelÃ­cula lubricante de gran polaridad que previene el contacto entre las superficies de los dientes evitando asÃ­ el desgaste y aportando alta resistencia a las condiciones medioambientales. ",1,3
50,0,6,2.5,218.7866873327538,310.9959072763956,299.5262109952635,7.43517514995913,305.77413836104193,0.5,42.08726796616843,2.9304729191090813,777669.763863771,-5.133465399904466,155.82982334196896,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
35,3,5,2.5,106.79145876976366,370.0603210319169,226.6358899145761,11.446988001004504,294.4676619040074,-99.0,42.54799834536848,-99.0,410862.49409886583,-14.159442094657408,110.82547717196042,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
9,1,0,3.0,765.0460722276313,300.21319174458966,301.09827815930726,1.6250710079462025,948.473622940475,0.5,67.85327468822774,3.0655176795141044,313516.93480707874,-31.479729201414028,150.0530227576775,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
39,3,5,2.0,108.3720468017971,246.1998894897659,248.5612846507158,5.71236518769922,339.56410283367194,-99.0,46.01271719879501,3.1894192544176607,339926.31325507537,-10.530630539272126,123.46639726458675,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
49,4,-99,2.5,40.17479347726344,232.82685667061628,233.70420959201962,13.34390912231427,250.0,-99.0,42.1413925471532,4.151946673657211,935714.7425315412,-5.061162859245174,152.1143295873184,"El producto es una grasa lubricante para aplicaciones de alta velocidad en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.
Los ingredientes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations). ",5,0
35,3,5,2.5,106.07210701053503,358.82796346915137,233.65713526027787,10.962185928079982,295.8493067965144,-99.0,43.32556409102883,-99.0,413678.1528281828,-15.29585255205465,111.13860995377995,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
10,1,0,3.0,700.920918009956,291.7007211115143,308.37605196136525,2.6191802061768903,886.7037647165753,0.5,65.1147825739833,2.8604973146325756,287271.7645115003,-28.274458088036756,144.76620091948354,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
16,-99,-99,3.0,-99.0,272.70204723119025,303.412330586993,4.936856381887148,-99.0,-99.0,-99.0,1.006126916625209,154919.8257470396,-10.08801008495928,143.1460416160265,"El producto es una grasa de efecto sellante con una mezcla de aceites bases altamente refinados, aditivos de anti-desgaste y compuestos adherentes para la lubricaciÃ³n y sellado de vÃ¡lvulas tipo macho.",2,2
37,3,5,1.5,104.00154794767688,314.6933253005323,240.8791232074799,5.994246886115286,330.03450367611913,-99.0,45.1221336845006,2.422622292596647,405882.1922838184,-14.673743760909012,105.20741893385264,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
41,1,0,1.5,1328.773738319184,307.5397086282828,302.6291924560077,0.9941124434939622,649.0833540057188,0.45,57.3274209405658,0.29676250514282865,196003.72580786512,-4.757464502209365,188.7524021198332,"El producto es una grasa lubricante de servicio pesado, espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante. Su configuraciÃ³n de aditivos le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas de temperatura.
Posee excelentes propiedades sellantes y de resistencia a medios agresivos como emulsiones de aceite, mantiene una protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga y anti-desgaste excep-cionales. ",2,1
15,3,0,1.0,804.5774852791064,284.3691015940203,284.11982358846234,9.55492866153127,314.7470428431325,-99.0,61.46732588665166,1.9574653935756587,-99.0,-14.718321452216145,142.7186813476368,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante y con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",4,1
8,1,0,3.0,688.9448129623187,364.0390761427146,310.57158476947666,1.6613381384770092,852.1293041288848,0.5,71.3832771319992,-99.0,304699.6069612889,-31.07031039152385,153.96038126830206,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
35,3,5,2.0,112.90954930761357,380.0118625682575,232.54940529095595,11.82932991813761,317.52483782318586,-99.0,47.98775669797128,-99.0,402285.5601892773,-16.047146667183977,104.67686405959168,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
7,1,2,2.5,3672.2289897174346,306.9834316044877,278.07300502971873,-99.0,533.5335244586912,-99.0,40.0,-99.0,-99.0,-5.444009850074543,114.29919436338028,"El producto es una grasa especial para engranajes abiertos de baja velocidad lubricados por inmersiÃ³n o en forma manual, asÃ­ como para la lubricaciÃ³n y conservaciÃ³n de cables de grÃºas.
El producto estÃ¡ formulado con aceite bÃ¡sico de muy alta viscosidad, agentes espesantes de jabÃ³n de aluminio complejo para garantizar la polaridad hacia los metales y lubricantes sÃ³lidos de grafito micronizados para aumentar la capacidad de soporte de carga.",1,1
17,4,2,0.0,531.3605069996695,274.60575620297607,253.2412428071463,4.078659438443133,259.65280401775357,0.6,40.0,1.9166666980071885,346119.442520015,-5.414946413166746,184.84285657777517,"El producto es una grasa lubricante formulada con una base altamente resistente a la humedad y medios quÃ­micos, comÃºnmente utilizados en la industria alimenticia, se recomienda para aplicaciones especiales y generales en la industria alimenticia, es resistente a altas temperaturas, condiciones de humedad, vapores y desinfectantes.
@El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
